0.49297978,0.50702022,10,10.0,16.0,0,0,0,10.0,0,2,0,0,0.0,0,2,3,1,2,10.0,75,0,0.666666666667,0,0,1,0,5,1,12,0,0,0,400,38,0,0,0,0,0.0928544061062,Heres How To Get Free Tickets From Ticketmaster Without Really Even Trying
9.99963680e-01,3.63195773e-05,15,8.0,13.0,0,0,0,10.0,1,7,0,0,0.0,0,0,2,3,1,40.0,88,1,0.0,0,0,4,0,14,2,8,0,0,0,200,12,0,0,0,2,0.0698150946201,Parents Are Sharing This Hoax On Facebook Because Of What It Says About Kids These Days
0.98566043,0.01433957,18,7.0,11.0,0,0,0,10.0,0,4,0,0,0.0,2,1,4,3,1,20.0,92,0,0.75,0,0,1,0,8,4,7,0,0,0,300,23,0,0,0,2,0.192575225314,That Story About A Tiger And A Goat Being Best Friends Might Be Fake Because Joy Isn't Real
0.08186585,0.91813415,9,9.0,14.0,0,0,0,10.0,0,3,0,0,0.0,0,0,4,2,1,12.5,49,1,0.0,0,0,3,0,4,4,9,0,0,0,100,16,0,0,0,0,0.0781577796611,It Turns Out Cambodias Ruling Family Is Shady AF
0.99648714,0.00351286,9,11.0,18.0,0,0,0,10.0,0,1,0,0,0.0,1,1,1,1,1,5.0,59,1,1.0,0,0,2,0,-4,1,10,0,0,0,300,60,0,0,0,1,0,This Swimmers Husband Went Absolutely Nuts Cheering Her On
0.98574754,0.01425246,13,8.0,12.0,0,0,0,10.0,0,8,0,0,0.0,1,0,3,3,2,33.3333333333,79,0,0.2,0,0,2,0,11,1,10,0,0,0,300,10,0,0,0,2,0.267465900997,This Dumb And Racist Protest Caused A Panic By Pretending To Be An ISIS Attack
0.80241369,0.19758631,11,9.0,14.0,0,0,0,10.0,4,5,1,0,0.0,0,1,2,2,2,45.0,64,0,0.25,0,0,4,0,9,1,10,0,0,0,300,13,0,0,0,0,0,Four Loko Is Really Popular In China And Everything Is Terrible
9.99329558e-01,6.70441566e-04,11,8.0,11.0,0,0,0,10.0,1,2,0,0,0.0,0,0,4,2,1,17.5,62,0,0.0,0,0,1,0,2,4,7,0,0,0,400,31,0,0,0,3,0.204090613527,This Hunter Killed A Bear With A Spear And People Are Furious
0.85584843,0.14415157,7,10.0,15.0,0,0,0,10.0,0,1,0,0,20.0,0,1,3,1,2,3.33333333333,44,0,0.333333333333,0,0,0,0,1,1,8,0,0,0,100,46,0,0,0,0,0.070854430873,Holy Fucking Shit, Twitter Has Stickers Now
0.97368418,0.02631582,12,8.0,13.0,0,0,0,10.0,0,5,1,0,0.0,0,0,3,3,1,23.3333333333,75,0,0.0,0,0,2,0,3,3,10,0,1,15,300,15,0,0,0,2,0.0682731880976,This Is Why A Conspiracy Theory About The Clintons Has Gone Viral In China
0.80272468,0.19727532,14,8.0,12.0,0,0,0,10.0,0,3,0,0,0.0,2,0,6,2,1,6.66666666667,76,1,0.666666666667,0,0,1,0,2,6,7,0,0,0,300,25,0,0,0,1,0.265071015906,How A Hoax About Omar Mateen Telling His Wife Hes Gay Went Viral In Spanish
0.9974561,0.0025439,10,10.0,15.0,0,0,0,10.0,0,2,0,0,0.0,0,0,6,1,1,6.66666666667,62,0,0.0,0,0,2,0,9,6,9,0,0,0,300,31,0,0,0,1,0.0859628205627,People Are Mad At This Newspaper Headline About Katie Ledecky
0.55162521,0.44837479,10,7.0,10.0,0,0,0,10.0,0,7,0,0,0.0,2,1,3,2,0,23.3333333333,58,0,1.5,0,0,7,0,10,0,9,0,0,0,200,8,0,0,0,0,0,Snapchat Is About to Get Less Raw  And Way More Addictive
0.99832072,0.00167928,10,9.0,13.0,0,0,0,10.0,0,2,0,0,10.0,0,0,5,0,1,6.66666666667,58,0,0.0,0,0,0,0,5,5,9,0,0,0,100,29,0,0,0,1,0.0797625309381,Aubrey Plaza Scares The Shit Out Of Children On Halloween
9.99374135e-01,6.25865045e-04,12,9.0,14.0,0,0,0,10.0,2,3,0,0,0.0,0,0,2,4,2,25.0,70,0,0.0,0,0,3,0,5,1,9,0,0,0,200,24,0,0,0,2,0.171829060224,The Pictures Coming Out Of This Town Liberated From ISIS Are Stunning
9.99969984e-01,3.00159344e-05,10,8.0,12.0,0,1,0,10.0,2,3,0,0,0.0,0,2,2,1,1,25.0,80,3,1.0,0,0,2,0,2,2,14,0,1,24,200,27,0,0,0,0,0,You Just Stole $50 Million In Cryptocurrency  Now How The Hell Do You Spend It?
0.98609214,0.01390786,12,8.0,13.0,0,0,0,10.0,0,2,0,4,0.0,0,0,4,1,0,5.0,68,1,0.0,0,0,3,0,12,0,9,0,0,0,200,34,0,0,0,1,0,Lady Gaga Shook Hands With The Dalai Lama And Her Instagram Blew Up
0.32041395,0.67958605,9,13.0,19.0,0,0,0,10.0,0,2,0,0,0.0,0,0,4,0,2,8.0,71,0,0.0,0,0,1,0,8,2,10,0,0,0,200,36,0,0,0,0,0,Britains Completely Batshit Week Since Brexit, Explained For Americans
0.95453809,0.04546191,12,8.0,13.0,0,0,0,10.0,0,5,0,0,0.0,0,0,5,2,1,14.0,74,0,0.0,0,0,0,0,3,5,10,0,1,12,200,15,0,0,0,2,0.0707136481459,Australias Donald Trump Is A Woman Who Competed On Dancing With The Stars
0.6590355,0.3409645,13,9.0,13.0,0,0,0,10.0,0,3,0,0,0.0,1,0,3,2,3,16.6666666667,81,0,0.2,0,0,2,0,-1,1,11,0,0,0,400,28,0,0,0,1,0.277891754083,There's A Twitter War Going On Between Rival Groups of Fake Football Journalists
0.9763328,0.0236672,11,9.0,14.0,0,0,0,10.0,2,4,1,0,0.0,0,1,2,1,0,26.6666666667,64,0,1.0,0,0,2,0,11,0,8,0,0,0,100,16,0,0,0,2,0,These Two Divers From China Got Engaged Onstage At The Olympics
0.66173628,0.33826372,11,8.0,13.0,0,0,0,10.0,0,6,1,0,0.0,1,0,4,3,0,17.5,65,0,0.333333333333,0,0,1,0,11,0,8,0,1,16,200,10,0,0,0,1,0.857615958694,The Stray Marathon Dog That Went Missing In China Has Been Found
0.29823801,0.70176199,7,11.0,16.0,0,0,0,10.0,0,3,0,0,10.0,1,0,2,1,2,15.0,48,0,0.333333333333,0,0,3,0,3,1,9,0,0,0,200,16,0,0,0,0,0,British Diplomats Say Theyre Fucked Over Brexit
